objectid,parentid,title,display_location,date,active_years,biographical_notes,subject,visual_description,size,artists,printers,publishers,institutions,associated_techniques,intaglio_specific,lithography_specific,relief_specific,screenprint_specific,other_techniques,website,source,submitter,credit,display_template,filetype,filename,object_location,image_small,image_thumb
10041,,Ernest Rosenthal,"Los Angeles, CA",1960,circa 1964-1966,Tamarind Institute printer fellow April 1964-April 1965,Letter; Shape,circle; E; R,unknown,Robert Hansen; Anni Albers; Rufino Tomayo; Ynez Johnston; Walasse Ting; Nathan Oliveira; Lee Mullican; William Nelson Copley; Miriam Schapiro,Tamarind Institute; Plantain Press; Kaye Dyal; Clifford Smith,Tamarind Institute,National Gallery of Art; Norton Simon Museum; University of Iowa; Detroit Institute of Arts,Lithography,,,,,,https://ernestrosenthal.com/about-the-artist,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is courtesy of The Annex Galleries,image,.png,10041.png,/objects/10041.png,/objects/10041.png,/objects/10041.png
10042,,Jeff Ruocco,"Los Angeles, CA",1960,circa 1964,Tamarind Institute printer fellow April-September 1964,Shape,triangle; ankh; cross,unknown,Paul Brach; Anni Albers; Robert Hansen; Lee Mullican,Kenneth Tyler; Tamarind Institute,Tamarind Institute,Norton Simon Museum; National Gallery of Art,Lithography,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is courtesy of The Annex Galleries,image,.png,10042.png,/objects/10042.png,/objects/small/10042_sm.jpg,/objects/thumbs/10042_th.jpg
10043,,David Salgado,"Brisbane, CA",1970; 1980; 1990; 2000,circa 1976-2010,Tamarind Institute printer fellow August 1974-January 1976,Shape,circle; curve; curvy; S,unknown,Hung Liu; Beth Van Hoesen; Mark Adams; Edward Ruscha; Lowell Herrero; Sandow Birk; Gary Buknovik; Ray Beldner; Chris Finely; Mike Henderson; Fances McCormack; Mark Perlman,Terry Rein; Trillium Graphics; Tom Goglio; Bud Shark; Stephen Britko; Kris Stoll; Talia Lipskind,Trillium Graphics; Tamarind Institute; Beth Van Hoesen,Portland Art Museum; Fine Arts Museums of San Francisco; Saint MaryÕs College of California,Lithography,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is courtesy of The Annex Galleries,image,.png,10043.png,/objects/10043.png,/objects/small/10043_sm.jpg,/objects/thumbs/10043_th.jpg
10044,,Maurice Sanchez,"New York, NY",1970; 1980; 1990; 2000; 2010; 2020,circa 1978- present,Tamarind Institute printer fellow August 1966-September 1968,Letter; Shape,circle; M; S,unknown,Carrie Mae Weems; Agnes Denes; Robert Gober; Barbara Kruger; Eric Fischl; Kara Walker; Willie Cole; Louise Bourgeois; Ed Colker; Michael Byron,James Miller; Joe Petruzzelli; Arion Press; Derri�re l'ƒtoile Studios; Studio Heinrici; Harlan & Weaver,Sequra Arts Studio; Derri�re l'ƒtoile Studios; Skira/Rizzoli; Tamarind Institute; The Arion Press; Alexander and Bonin; Baron/BoisantŽ Editions,National Gallery of Art; Smithsonian American Art Museum; Telfair Museums; Wellesley College; Museum of Modern Art,Lithography,,,,,,https://dle-studio.com/,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is courtesy of The Annex Galleries,image,.png,10044.png,/objects/10044.png,/objects/small/10044_sm.jpg,/objects/thumbs/10044_th.jpg
10045,,Richard Shore,"Minneapolis, MN",1970; 1980,circa 1974-1981,Tamarind Institute printer fellow August 1974-January 1976,Shape,circle; triangle; wave; curve; curvy,unknown,Michelle Stuart; Chuck Close; Earl Stroh,Glen Brill; John Summers; Pace Editions; Lynn Baker,Pace Editions,Saint Louis Art Museum,Lithography,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is courtesy of The Annex Galleries,image,.png,10045.png,/objects/10045.png,/objects/small/10045_sm.jpg,/objects/thumbs/10045_th.jpg
10046,,"Daniel ""Dan"" Socha","Los Angeles, CA",1960; 1970,circa 1967-1973,"Tamarind Institute printer fellow June 1968-August 1969, Tamarind Institute staff printer 1971",Shape,circle,unknown,Rafael Gomez Canogar; Ed Ruscha; Kenneth Price; Matsumi Kanemitsu; Eleanore Mikus; Seymour Rosofsky; Leon Polk Smith; H.C. Westermann; Hugh Townley; Burhan Dogan�ay; Jules Engel; Ed Moses; Clinton Adams; Mason Williams; Sam Francis; Jasper Johns; Robert Rauschenberg; William T. Wiley,Jean Milant; Manuel Fuentes; Donald Kelly; Kenjilo Nanao; Robert Rogers; John Sommers; Anthony Stoeveken; John Butke; Noemi Smilanksy; Zigmunds Priede; Donn Steward; Frank Akers,Tamarind Institute; Ed Ruscha Studio; Universal Limited Art Editions,Amon Carter Museum of American Art; National Gallery of Art; Fine Arts Museums of San Francisco; Norton Simon Museum; Princeton University Art Museum; Minneapolis Institute of Art; Art Institute Chicago; RISD Museum; Saint Louis Art Museum; Yale University Art Gallery; Metropolitan Museum of Art; Smithsonian American Art Museum,Lithography; Screenprint,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is courtesy of The Annex Galleries,image,.png,10046.png,/objects/10046.png,/objects/small/10046_sm.jpg,/objects/thumbs/10046_th.jpg
10047,,Emiliano Sorini,"New York, NY",1950; 1960; 1970; 1980,circa 1953-1982,Tamarind Institute printer fellow September-December 1960,Letter; Shape,rectangle; E; S,unknown,Raphael Soyer; James Rosenquist; Jack Levine; Joseph Stella; Louise Nevelson; Jackson Pollock; Leonard Baskin; Goya; Robert Motherwell; William Gropper; Robert Birmelin; Jim Dine; Jacques Lipchitz; Harold Altman; Rico Lebrun; Emerson Woelffer,Pyramid Arts Ltd.,A. Lublin; Pyramid Arts Ltd.; Hollander Graphic Workshop,National Gallery of Art; Art Institute Chicago; Smithsonian American Art Museum; Metropolitan Museum of Art; Library of Congress; Terra Foundation for American Art; Whitney Museum of Art; National Gallery of Australia; Brooklyn Museum; Museum of Fine Arts Boston; Hammer Museum,Intaglio; Lithography,,,,,,https://www.annexgalleries.com/artists/biography/4509/Sorini/Emiliano,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is courtesy of The Annex Galleries,image,.png,10047.png,/objects/10047.png,/objects/small/10047_sm.jpg,/objects/thumbs/10047_th.jpg
10048,,Donn Steward,,1960; 1970,circa 1962-1977,Tamarind Institute printer fellow November 1965-July 1966,Letter,D; H; S,unknown,Jasper Johns; Lee Bontecou; Larry Rivers; Cy Twombly; Bernett Newman; Helen Frankenthaler; Janet Lee Kadesky Ruttenberg; Robert Rauschenberg; James Rosenquist; George Earl Ortman; Allen Jones; Ynez Johnston; Marisol Escobar,Zigmunds Priede; Timothy Huchthausen; Frank Akers; Universal Limited Art Editions,Universal Limited Art Editions,Whitney Museum of Art; National Gallery of Art; Metropolitan Museum of Art; Spencer Museum of Art; Baltimore Museum of Art; Amon Carter Museum of American Art; Brooklyn Museum; Fine Arts Museum of San Francisco,Intaglio; Lithography,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is courtesy of The Annex Galleries,image,.png,10048.png,/objects/10048.png,/objects/small/10048_sm.jpg,/objects/thumbs/10048_th.jpg
10049,,Mary Sundstrum,,1970; 1980,circa 1972-1988,Tamarind Institute printer fellow January 1972-April 1973,Image,shell,unknown,Robert Peterson; Ulfert Wilke,Bill Lagattuta,Tamarind Institute,,Lithography,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is courtesy of The Annex Galleries,image,.png,10049.png,/objects/10049.png,/objects/small/10049_sm.jpg,/objects/thumbs/10049_th.jpg
10050,,Peder Talbert,,,,Tamarind Institute printer fellow November 1973-June 1974,Shape,square; squares; tilted; inside,unknown,,,Tamarind Institute,,Lithography,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is courtesy of The Annex Galleries,image,.png,10050.png,/objects/10050.png,/objects/small/10050_sm.jpg,/objects/thumbs/10050_th.jpg
10051,,Larry Thomas,"Los Angeles, CA",1970,circa 1969-1970,Tamarind Institute printer fellow June 1969-June 1970,Letter; Shape,lines; L; T; H,unknown,Charles White; Gregory Masurovsky; Emerson Woelffer; William; Pettet; Clayton Pond; William Crutchfield; Matsumi Kanemitsu; Jan Stussy; Salvador Bru; Paul Harris,,Tamarind Institute,National Gallery of Art; Amon Carter Museum of American Art,Lithography,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is courtesy of The Annex Galleries,image,.png,10051.png,/objects/10051.png,/objects/small/10051_sm.jpg,/objects/thumbs/10051_th.jpg
10052,,Emil Weddige,"Ann Arbor, Michigan",1960,circa 1962,Tamarind Institute printer fellow June-August 1962,Letter,lines; E; W,unknown,Karl Schrag,,Tamarind Institute,National Gallery of Art,Lithography,,,,,,https://aadl.org/emilweddige,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is courtesy of The Annex Galleries,image,.png,10052.png,/objects/10052.png,/objects/small/10052_sm.jpg,/objects/thumbs/10052_th.jpg
10053,,John Will,,,,Tamarind Institute printer fellow September 1970-September 1971,Word,won't; W; O; N; T,unknown,,,Tamarind Institute,,Lithography,,,,,,https://norberghall.com/portfolio/john-will/,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is courtesy of The Annex Galleries,image,.png,10053.png,/objects/10053.png,/objects/small/10053_sm.jpg,/objects/thumbs/10053_th.jpg
10054,,Theo Wujcik,"Tampa, FL",,circa 1968-1985,Tamarind Institute printer fellow September 1967-August 1968,Image,shell; nautilus; spiral,unknown,Jasper Johns; Michael Mazur; Eleanore Mikus; Ed Moses; John Altoon,,Graphicstudio; Tamarind Institute,National Gallery of Art; Amon Carter Museum of American Art,Intaglio; Lithography,,,,,,http://www.theowujcik.com/artists-artist,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is courtesy of The Annex Galleries,image,.png,10054.png,/objects/10054.png,/objects/small/10054_sm.jpg,/objects/thumbs/10054_th.jpg
10055,,"Joseph ""Joe"" Zirker",,,circa 1962-1964,Tamarind Institute printer fellow January 1962-April 1963 and September-November 1964,Letter,J; Z,unknown,Sam Francis; John Paul Jones; Karl Schrag; Jerome Kaplan; Richard Diebenkorn; Rudy Pozzatti; Rufino Tomayo; John Philip Hultberg,,Pasadena Art Museum; Tamarind Institute; Original Press,National Gallery of Art; Philadelphia Museum of Art; Houston Fine Art Press; Brooklyn Museum; Museum of Fine Arts Boston; Norton SImon Museum; Fine Arts Museum of San Francisco,Lithography,,,,,,https://www.josephzirker.com/,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is courtesy of The Annex Galleries,image,.png,10055.png,/objects/10055.png,/objects/small/10055_sm.jpg,/objects/thumbs/10055_th.jpg
10056,,Wayne Kline,"Atlanta, GA",,circa 1986-1993,"Tamarind Institute master printer, Tamarind Institute printer training participant August 1981-May 1982, senior printer fellow Mau 1982-1983",Shape,V; bridge; rectangle,unknown,Jackson Lee Nesbitt; Quentin Crisp; William Walmsley,,Rolling Stone Press; Tamarind Institute,Nelson Atkins Museum of Art,Lithography,,,,,,https://www.artpapers.org/wayne-kline/,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is courtesy of The Annex Galleries,image,.png,10056.png,/objects/10056.png,/objects/small/10056_sm.jpg,/objects/thumbs/10056_th.jpg
10057,,Catherine Kirsch Kuhn,"Albuquerque, NM",,1982,"Former director of Winstone Press in North Carolina, Tamarind Institute master printer / studio manager 1980 - 1983, Tamarind Institute senior printer fellow May 1979-May 1980, printer training participant August 1978-May 1979",Image,pinecone,unknown,Nathan Oliveira; Steven Sorman; Paul Pletka; Deborah Remington,,Tamarind Institute; Winstone Press,National Gallery of Art; Blanton Museum of Art; Hammer Museum,Lithography,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is courtesy of The Annex Galleries,image,.png,10057.png,/objects/10057.png,/objects/small/10057_sm.jpg,/objects/thumbs/10057_th.jpg
10058,,Bill Lagattuta,"Albuquerque, NM",,circa 1980-2015,"Tamarind Institute master printer / studio manager 1988-2015, Tamarind Institute printer fellow August 1977-June 1979",Image,goat; mountains,unknown,Arakawa; Juan Sˆnchez; Red Grooms; Tom Joyce; Enrique Martinez Celaya; Hollis Sigler; Osmeivy Ortega Pacheco; Kiki Smith; Ed Ruscha; Jonathan Lasker; Johnnie Winona Ross; Jim Dine; Chris Brown; Robert Colescott; Rudy Fernandez; Richard Levers; Miguel A. Gandert; Robert Peterson; Jaune Quick-To-See Smith; Nicola L˜pez; Gustavo Victor Guler; Hung Liu; Daniel Rizzie; May Stevens; Gendron Jensen; Larry Brown; Jonathan Seliger; Amy Cutler,Steven Andersen; Philip Barber; Tamarind Lithography Workshop; Ed Hamilton; Peter Haarz,Vermillion Editions; Tamarind Institute; Peregrine Press; Sette/Segura Publishers,Smithsonian American Art Museum; Turchin Center for the Visual Arts; National Gallery of Art; Museum of Texas Tech University; Albuquerque Museum; New Mexico Museum of Art; Baltimore Museum of Art,Lithography,,,,,,https://www.billlagattuta.com/bio,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is courtesy of The Annex Galleries,image,.png,10058.png,/objects/10058.png,/objects/small/10058_sm.jpg,/objects/thumbs/10058_th.jpg
10059,,William Law III,"Los Angeles, CA",,1969-1978,"Tamarind Institute master printer, Tamarind Institute printer fellow February 1969-June 1970",Letter,,unknown,Jim Dine; Charles White; June Wayne; Joe Goode; Burhan Cahit Do_an�ay; Hugh Townley; Gregory Masurovsky; Otto Piene; Salvador Bru; John Levee; Paul Harris; Joe Goode; Florence Arnold; Rafael Canogar,,Petersburg Press; Cirrus Editions; Rafael Canogar; Tamarind Lithography Workshop; The Tamstone Group,Smithsonian American Art Museum; New Mexico Museum of Art; Amon Carter Museum of American Art; Los Angeles County Museum of Art; Hammer Museum; Fine Arts Museum of San Francisco,Lithography,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is courtesy of The Annex Galleries,image,.png,10059.png,/objects/10059.png,/objects/small/10059_sm.jpg,/objects/thumbs/10059_th.jpg
10060,,Neboj_a Lazi_,"Belgrade, Serbia; New York, NY",,circa late 1970s - 1990s,"Tamarind Institute master printer, Tamarind Institute senior printer fellow August 1994-May 1995, Tamarind Institute printer training participant August 1993-May 1994",Image,,unknown,Jeffrey Sippel; Donald Belcher; Stefan Dean; Ana De la Porte; Ray Smith; Senkler Semin; Michael Nakoneczny; Charlie Carillo; Susan Coe,,Tamarind Institute,,Lithography,,,,,,https://www.grafickikolektiv.org/gks/html/en/simpozijum_nlazic_eng.php,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is courtesy of The Annex Galleries,image,.png,10060.png,/objects/10060.png,/objects/small/10060_sm.jpg,/objects/thumbs/10060_th.jpg
10061,,Kathleen Leavitt,"Albuquerque, NM",,circa 1980s,"Tamarind Institute master printer, Tamarind Institute senior printer fellow May 1980-May 1981, Tamarind Institute printer training participant August 1979-May 1980",,,unknown,Deborah Remington; Clinton Adams; Steven Sorman,,Tamarind Institute,University of New Mexico,Lithography,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is courtesy of The Annex Galleries,image,.png,10061.png,/objects/10061.png,/objects/small/10061_sm.jpg,/objects/thumbs/10061_th.jpg
10062,,Jong-Won Lee,"Albuquerque, NM",,circa 1990s,"Tamarind Institute master printer, Tamarind Institute senior printer fellow June 1998-May 1999, Tamarind Institute printer training participant August 1997-May 1998",,,unknown,Sharon Louden; Juan Sˆnchez; Hung Liu; Wes Mills; Yizhak Elyashiv,,Tamarind Institute,University of New Mexico,Lithography,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is courtesy of The Annex Galleries,image,.png,10062.png,/objects/10062.png,/objects/small/10062_sm.jpg,/objects/thumbs/10062_th.jpg
10063,,Beth Lovendusky,"Albuquerque, NM",,1987,"Tamarind Institute master printer, Tamarind Institute senior printer fellow January-December 1987, Tamarind Institute printer training participant September-December 1986",,,unknown,Robert Fichter; David Hare; Joy Laville,,Tamarind Institute,Cleveland Museum of Art; Hammer Museum,Lithography,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is courtesy of The Annex Galleries,image,.png,10063.png,/objects/10063.png,/objects/small/10063_sm.jpg,/objects/thumbs/10063_th.jpg
10064,,Serge Lozingot,"Los Angeles, CA",,1961-1998,"Tamarind Institute master printer, Tamarind Institute studio manager August 1968-July 1970, Tamarind Institute printer fellow December 1966-July 1968",Letter,L; S,unknown,June Wayne; Roy Lichtenstein; Ellsworth Kelly; Malcolm Morley; Sam Francis; Dan Flavin; Susan Rothenberg; Richard Diebenkorn; Jonathan Borofsky; Ronald Davis; Ed Ruscha; Dorthea Rockburne; James Rosenquist; Jasper Johns; Richard Serra; Bruce Nauman; David Hockney; Keith Sonnier; Joe Goode; Robert Motherwell; Frank Stella; Ken Price; Louise Nevelson; Matsumi Kanemitsu; John Levee; Ed Moses; Eleanore Mikus; H.C. Westermann; Jean Dubuffet; Hedda Sterne; William Gropper; Mario Avati; Maryan S. Maryan; Ernst Van Leyden; Gio Pomodoro; Robert Andrew Parker; Irene Siegal; Rodolfo Abdularach; Norman Zammitt; John Altoon; Billy Al Bengsten; James Strombotne; Leon Polk Smith; Kenneth Price; Fran�oise Gilot; Hugh Townley; Andre Martel,Kenneth Farley; Michelle Ries; Andrew Rubin; Ron McPherson; Kieth Stevens; Stanley Baden; James McGowan; Kenneth Herand; Hope Weiss; Larry Mantello; William Padien; Robert Hollister; Diedre Austin; Claudio Stickar; Gordon Smith; Diana Kingsley; Tom Kiernan; James Reid; Krystine Graziano; Margot Andrew; Raul Mendez; Totti DÕAngelo; Edan McPherson; Alan Holoubek; Anthony Zepeta; Mari Andrews; Rachel Smookler; Chris Sukimoto; Kevin Kennedy; Richard Hammond; Alan Cheung; Richard Garst; Yasutoshi Ishibashi; Martin Klein; Timothy Isham; Larry Krueger; Edward Henderson; Mark Stock; Victor Schiro; James Webb; Barbara Thomason; Daniel Freeman; Robert Bigelow; Charles Ritt; Jeffrey Balsmeyer; John Roberts; Ed Hamilton; Jeff Wasserman; Robbin Geiger; Robert Knisel; Gary Reams; Ron Olds; George Page; Chuck DeLong; Richard Ewen; Ron Adams; Ryu Okabayashi; Christine Fox,Gemini G.E.L.; Tamarind Institute,Smithsonian American Art Museum; National Gallery of Art; Amon Carter Museum of American Art; Delaware Art Museum; Los Angeles County Museum of Art; Museum of Fine Arts Houston; Detroit Institute of Arts; National Gallery of Australia; Philadelphia Museum of Art; The British Museum; Art Institute Chicago; Whitney Museum of American Art; Fine Arts Museum of San Francisco; Museum of Modern Art; Museum of Fine Arts Boston; RISD Museum,Lithography,,,,,,https://www.youtube.com/watch?v=i7OPPuKkIbg,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is courtesy of The Annex Galleries,image,.png,10064.png,/objects/10064.png,/objects/small/10064_sm.jpg,/objects/thumbs/10064_th.jpg
10065,,John Maggio,"Greensboro, NC",,1972,"Tamarind Institute master printer, Tamarind Institute printer fellow June 1971-March 1973",Image,,unknown,June Wayne; David Hare,,Tamarind Institute,Delaware Art Museum; Smithsonian American Art Museum,Lithography,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is courtesy of The Annex Galleries,image,.png,10065.png,/objects/10065.png,/objects/small/10065_sm.jpg,/objects/thumbs/10065_th.jpg
10066,,Julie Maher,"Tampa, FL",,1990-1996,"Tamarind Institute master printer, Tamarind Institute senior printer fellow January-December 1990, Tamarind Institute printer training participant August-December 1989",Image,octopus,unknown,Graciella Iturbide; James Rosenquist; Keith Sonnier; Garo Antreasian,Mark Callen; Bert Price; Tim Baker; Stefanie Kohn; Xiaowen Chen; Jill Lerner; Bill Lagatutta; Cole Rogers; Mark Attwood,Graphicstudio; Tamarind Institute,National Gallery of Art; Princeton Art Museum; Cleveland Museum of Art,Intaglio; Lithography,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is courtesy of The Annex Galleries,image,.png,10066.png,/objects/10066.png,/objects/small/10066_sm.jpg,/objects/thumbs/10066_th.jpg
10067,,Toby Michel,"Santa Monica, CA",,1989 - Present,"Tamarind Institute master printer, Tamarind Institute printer fellow August 1976-May 1978, Tamarind Institute staff printer 1978",Image,shell,unknown,Ulfert Wilke; Alvin Doyle Moore; Roger Medearis; Mathieu Persan; Jim Dine; Holly Roberts,William Masi,Tamarind Institute; Angeles Press; Pace Editions,National Gallery of Art; Smithsonian American Art Museum; Fine Arts Museum of San Francisco,Lithography,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is courtesy of The Annex Galleries,image,.png,10067.png,/objects/10067.png,/objects/small/10067_sm.jpg,/objects/thumbs/10067_th.jpg
10068,,Jean Milant,"Los Angeles, CA",,1968-circa 1980s,"Tamarind Institute master printer, Tamarind Institute printer fellow February 1968-January 1970",,,unknown,Ed Ruscha; Otto Piene; Kenneth Price; Rafael Canogar; John Hunter; Jules Engel; Seymour Rosofsky; Ed Moses; Leon Polk Smith; H.C. Westermann; Clinton Adams; Michael Mazur; Eleanore Mikus; Billy Al Bengston; James Strombotne; Karl Kasten; Jules Engel; Kenneth Price; Sam Francis; Samuel Calman Maitin; Hugh Townley; Fran�oise Gilot; David Troughbridge; Faith WIlding,Manuel Fuentes; Donald Kelley; Kenjilo Nanao; Robert Rogers; Dan Socha; John Sommers,Tamarind Institute; Cirrus Editions,Amon Carter Museum of American Art; National Gallery of Art; Smithsonian American Art Museum; Los Angeles County Museum of Art,Lithography,,,,,,https://oralhistory.library.ucla.edu/catalog/21198-zz002k7hgr,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is courtesy of The Annex Galleries,image,.png,10068.png,/objects/10068.png,/objects/small/10068_sm.jpg,/objects/thumbs/10068_th.jpg
10069,,Ko Muto,"Albuquerque, NM",,1991,"Tamarind Institute master printer, Tamarind Institute senior printer fellow January-December 1991, Tamarind Institute printer training participant August-December 1990",Image,wolf; howling; moon,unknown,June Wayne; Susan Linnell; Edward Henderson; Garo Anteasian,,Tamarind Institute,The British Museum; Cleveland Museum of Art; Princeton University Art Museum,Lithography,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is courtesy of The Annex Galleries,image,.png,10069.png,/objects/10069.png,/objects/small/10069_sm.jpg,/objects/thumbs/10069_th.jpg
10070,,Veda Ozelle,,,1992,"Tamarind Institute master printer, Tamarind Institute senior printer fellow January-December 1992, Tamarind Institute printer training participant August-December 1991",,,unknown,Robert Stackhouse; Maria Baca,,Tamarind Institute,National Gallery of Art,Lithography,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is courtesy of The Annex Galleries,image,.png,10070.png,/objects/10070.png,/objects/small/10070_sm.jpg,/objects/thumbs/10070_th.jpg
10071,,Bruce Porter,"Los Angeles, CA; New York, NY",,1972-1993,"Tamarind Institute master printer, Tamarind Institute printer fellow January 1972-April 1973",,,unknown,Roy Lichtenstein; Frank Stella; Ellsworth Kelly; David Hockney; Joyce Kozloff; Judy Chicago; Robert Motherwell; Martin Mull; Elaine De Kooning; Arthur Secunda; John Biggers; Balthus,David Lantow; Robbin Geiger; Jeff Wasserman; Marie Porter; Ron McPherson; Robert Knisel; Ron Olds; Daniel Lantow; Steve Toole; John Campione; Wild Carrot Letterpress; Daniel Kelcher,Gemini G.E.L.; Tamarind Institute; Petersburg Press; Trestle Editions; Limited Editions Club,National Gallery of Art; Fine Arts Museum of San Francisco; Metropolitan Museum of Art; Hammer Museum; Norton Simon Museum; Portland Art Museum; Palmer Museum of Art; Baltimore Museum of Art,Lithography,,,,,,https://www.artnet.fr/artistes/bruce-porter/biographie,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is courtesy of The Annex Galleries,image,.png,10071.png,/objects/10071.png,/objects/small/10071_sm.jpg,/objects/thumbs/10071_th.jpg
10072,,Tom Pruitt,"Tampa, FL",,1985-2021,"Tamarind Institute master printer, Tamarind Institute senior printer fellow August 1984-August 1985, Tamarind Institute staff printer November 1985-September 1986",Image,man; robot; square; geometric,unknown,Margo Humphrey; Alex Katz; Pat Steir; John Yau; Burt Barr; Markus LŸpertz; James Rosenquist; Lesley Dill; Stefanie Kohn; Chris Ballantyne; Phillip Pearlstein; Jim Dine; JosŽ Luis Cuevas; Ed Ruscha; Christian Marclay; Trisha Brown; Mark Dion,Tim Baker; Yoo Mi Nam; Jill Lerner; Erika Greenberg-Scheider; Deli Sacilotto; Robert Hanning; Marcia Brown; Eric Vontillius; Conrad Scwable; Alan Holoubek; Patrick Foy; Greg Burnet; Johntimothy Pizzuto; Donald Saff;,Tamarind Institute; Graphicstudio,Albuquerque Museum; National Gallery of Art; Fine Arts Museum of San Francisco; Baltimore Museum of Art; National Gallery of Victoria; Block Museum of Art,Intaglio; Lithography,,,,,,https://albuquerque.emuseum.com/people/18062/tom-pruitt/objects,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is courtesy of The Annex Galleries,image,.png,10072.png,/objects/10072.png,/objects/small/10072_sm.jpg,/objects/thumbs/10072_th.jpg
10073,,Margaret Raab,,,1993-1994,"Tamarind Institute master printer, Tamarind Institute senior printer fellow May 1993-May 1994, Tamarind Institute printer training participant August 1992-May 1993",Image,fish; skeleton; bones,unknown,Thomas Freund; William T. Wiley; Candy Nartonis; Gendron Jensen; Dan Rizzie,Sacha Wellborn,Tamarind Institute,Detroit Institute of Arts; New Mexico Museum of Art,Lithography,,,,,,https://www.margaretraab.com/bio.html,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is courtesy of The Annex Galleries,image,.png,10073.png,/objects/10073.png,/objects/small/10073_sm.jpg,/objects/thumbs/10073_th.jpg
10074,,Paul Rangell,"Santa Cruz, CA",,,"Tamarind Institute master printer, Tamarind Institute senior printer fellow May 1980-May 1981, Tamarind Institute printer training participant August 1979-May 1980",Image,hand; eye,unknown,John Paul Jones,,Tamarind Institute,Tobey C. Moss Gallery,Lithography,,,,,,,"Devon, Marjorie, ed. 2000. Tamarind: Forty Years. University of New Mexico Press.",Abigail Shim,Information about this mark is courtesy of The Annex Galleries,image,.png,10074.png,/objects/10074.png,/objects/small/10074_sm.jpg,/objects/thumbs/10074_th.jpg
